gene,GO Focus function
 NIF3L1,Mitochondria
 NIPSNAP2,Mitochondria
 NIPSNAP3A,Mitochondria
 NIT1,Mitochondria
 NME4,Mitochondria
 NMNAT3,Mitochondria
 NOC3L,Mitochondria
 NOL7,Mitochondria
 NR4A1,Mitochondria
 NRP1,Mitochondria
 NSUN2,Mitochondria
 NSUN3,Mitochondria
 NUBP2,Mitochondria
 NUBPL,Mitochondria
 NUDT13,Mitochondria
 NUDT2,Mitochondria
 OAT,Mitochondria
 OGDH,Mitochondria
 OGT,Mitochondria
 OMA1,Mitochondria
 OXA1L,Mitochondria
 P2RX7,Mitochondria
 P4HA1,Mitochondria
 PAK5,Mitochondria
 PARG,Mitochondria
 PARK7,Mitochondria
 PARL,Mitochondria
 PARP1,Mitochondria
 PARP9,Mitochondria
 PCCA,Mitochondria
 PCCB,Mitochondria
 PDHA1,Mitochondria
 PDHB,Mitochondria
 PDHX,Mitochondria
 PDK1,Mitochondria
 PDK2,Mitochondria
 PDZD8,Mitochondria
 PECR,Mitochondria
 PEMT,Mitochondria
 PERP,Mitochondria
 PET100,Mitochondria
 PET117,Mitochondria
 PEX11B,Mitochondria
 PFDN2,Mitochondria
 PGAM1,Mitochondria
 PGAM2,Mitochondria
 PGK1,Mitochondria
 PGRMC1,Mitochondria
 PHB2,Mitochondria
 PHYH,Mitochondria
 PID1,Mitochondria
 PIGBOS1,Mitochondria
 PINK1,Mitochondria
 PITRM1,Mitochondria
 PKM,Mitochondria
 PLAAT3,Mitochondria
 PLD6,Mitochondria
 PLEC,Mitochondria
 PMPCA,Mitochondria
 PMS2,Mitochondria
 PNKD,Mitochondria
 PNPLA4,Mitochondria
 PNPT1,Mitochondria
 POLDIP2,Mitochondria
 POLG,Mitochondria
 POLG2,Mitochondria
 PON2,Mitochondria
 PPARGC1A,Mitochondria
 PPIF,Mitochondria
 PPM1K,Mitochondria
 PPOX,Mitochondria
 PPP1CC,Mitochondria
 PPP2CA,Mitochondria
 PPP2R1A,Mitochondria
 PPP3CC,Mitochondria
 PPP6C,Mitochondria
 PRDX3,Mitochondria
 PRDX5,Mitochondria
 PRELID2,Mitochondria
 PRELID3A,Mitochondria
 PRELID3B,Mitochondria
 PRIMPOL,Mitochondria
 PRKN,Mitochondria
 PRODH,Mitochondria
 PSENEN,Mitochondria
 PSMB4,Mitochondria
 PTCD3,Mitochondria
 PTGES2,Mitochondria
 PTPN1,Mitochondria
 PTS,Mitochondria
 PUS1,Mitochondria
 PYCR2,Mitochondria
 PYROXD2,Mitochondria
 PYURF,Mitochondria
 QTRT2,Mitochondria
 RAB38,Mitochondria
 RAB7A,Mitochondria
 RAC1,Mitochondria
 RACK1,Mitochondria
 RAD50,Mitochondria
 RAD51C,Mitochondria
 RAD51D,Mitochondria
 RAD54B,Mitochondria
 RAF1,Mitochondria
 RALBP1,Mitochondria
 RARS2,Mitochondria
 RBBP4,Mitochondria
 RBFA,Mitochondria
 RCC1L,Mitochondria
 RDH13,Mitochondria
 RECQL,Mitochondria
 RECQL5,Mitochondria
 REEP1,Mitochondria
 RFC1,Mitochondria
 RHOD,Mitochondria
 RHOT1,Mitochondria
 RHOT2,Mitochondria
 RMDN2,Mitochondria
 RMRP,Mitochondria
 RNF144B,Mitochondria
 RNF185,Mitochondria
 RNF213,Mitochondria
 RNF5,Mitochondria
 ROMO1,Mitochondria
 RPS27A,Mitochondria
 RPS3,Mitochondria
 RPUSD4,Mitochondria
 RRM1,Mitochondria
 RSAD2,Mitochondria
 RSF1,Mitochondria
 RTN4IP1,Mitochondria
 RUVBL2,Mitochondria
 RXRA,Mitochondria
 SAMM50,Mitochondria
 SARDH,Mitochondria
 SARM1,Mitochondria
 SCCPDH,Mitochondria
 SCO1,Mitochondria
 SCP2,Mitochondria
 SDHA,Mitochondria
 SDHAF2,Mitochondria
 SDHAF3,Mitochondria
 SDHAF4,Mitochondria
 SDHB,Mitochondria
 SDHC,Mitochondria
 SDHD,Mitochondria
 SECISBP2,Mitochondria
 SERAC1,Mitochondria
 SFXN3,Mitochondria
 SFXN5,Mitochondria
 SH3BP5,Mitochondria
 SH3GLB1,Mitochondria
 SHPRH,Mitochondria
 SIRT1,Mitochondria
 SIRT5,Mitochondria
 SLC25A10,Mitochondria
 SLC25A11,Mitochondria
 SLC25A12,Mitochondria
 SLC25A13,Mitochondria
 SLC25A14,Mitochondria
 SLC25A21,Mitochondria
 SLC25A22,Mitochondria
 SLC25A24,Mitochondria
 SLC25A26,Mitochondria
 SLC25A3,Mitochondria
 SLC25A30,Mitochondria
 SLC25A32,Mitochondria
 SLC25A33,Mitochondria
 SLC25A35,Mitochondria
 SLC25A36,Mitochondria
 SLC25A37,Mitochondria
 SLC25A38,Mitochondria
 SLC25A4,Mitochondria
 SLC25A40,Mitochondria
 SLC25A41,Mitochondria
 SLC25A42,Mitochondria
 SLC25A43,Mitochondria
 SLC25A45,Mitochondria
 SLC25A46,Mitochondria
 SLC25A5,Mitochondria
 SLC25A6,Mitochondria
 SLC27A1,Mitochondria
 SLC27A3,Mitochondria
 SLC27A4,Mitochondria
 SLC27A5,Mitochondria
 SLC44A1,Mitochondria
 SLC4A4,Mitochondria
 SLC9A6,Mitochondria
 SMARCA1,Mitochondria
 SMARCA2,Mitochondria
 SMARCA5,Mitochondria
 SMARCAD1,Mitochondria
 SMC1A,Mitochondria
 SMC2,Mitochondria
 SMC3,Mitochondria
 SMC4,Mitochondria
 SMC5,Mitochondria
 SMCHD1,Mitochondria
 SMDT1,Mitochondria
 SMIM20,Mitochondria
 SNCA,Mitochondria
 SNRNP200,Mitochondria
 SOD1,Mitochondria
 SP140,Mitochondria
 SPART,Mitochondria
 SPAST,Mitochondria
 SPATA18,Mitochondria
 SPATA33,Mitochondria
 SPATA5,Mitochondria
 SPATA5L1,Mitochondria
 SPATA7,Mitochondria
 SPG7,Mitochondria
 SPIRE1,Mitochondria
 SQOR,Mitochondria
 SRCAP,Mitochondria
 STARD13,Mitochondria
 STARD7,Mitochondria
 STARD9,Mitochondria
 STMP1,Mitochondria
 STOML2,Mitochondria
 STPG1,Mitochondria
 SUCLA2,Mitochondria
 SUCLG1,Mitochondria
 SUCLG2,Mitochondria
 SUGCT,Mitochondria
 SUPV3L1,Mitochondria
 SURF1,Mitochondria
 TACO1,Mitochondria
 TAMM41,Mitochondria
 TAP1,Mitochondria
 TAPBP,Mitochondria
 TARDBP,Mitochondria
 TARS2,Mitochondria
 TCAIM,Mitochondria
 TDRD7,Mitochondria
 TDRD9,Mitochondria
 TFB1M,Mitochondria
 TFRC,Mitochondria
 THEM4,Mitochondria
 THG1L,Mitochondria
 TIMM10,Mitochondria
 TIMM10B,Mitochondria
 TIMM17A,Mitochondria
 TIMM17B,Mitochondria
 TIMM21,Mitochondria
 TIMM23,Mitochondria
 TIMM23B,Mitochondria
 TIMM50,Mitochondria
 TIMM8A,Mitochondria
 TIMM8B,Mitochondria
 TK2,Mitochondria
 TMBIM6,Mitochondria
 TMEM126A,Mitochondria
 TMEM126B,Mitochondria
 TMEM135,Mitochondria
 TMEM14A,Mitochondria
 TMEM14C,Mitochondria
 TMEM242,Mitochondria
 TMEM65,Mitochondria
 TMEM70,Mitochondria
 TMEM8B,Mitochondria
 TMSB4X,Mitochondria
 TMX2,Mitochondria
 TNRC18,Mitochondria
 TOMM20,Mitochondria
 TOMM22,Mitochondria
 TOMM6,Mitochondria
 TOMM7,Mitochondria
 TOMM70,Mitochondria
 TOR3A,Mitochondria
 TP53,Mitochondria
 TPPP,Mitochondria
 TRIAP1,Mitochondria
 TRIM14,Mitochondria
 TRIM39,Mitochondria
 TRIT1,Mitochondria
 TRMT61B,Mitochondria
 TRUB1,Mitochondria
 TTC19,Mitochondria
 TTC5,Mitochondria
 TTF2,Mitochondria
 TUFM,Mitochondria
 TUSC3,Mitochondria
 TXNRD1,Mitochondria
 TXNRD2,Mitochondria
 TXNRD3,Mitochondria
 UBA1,Mitochondria
 UBA52,Mitochondria
 UBB,Mitochondria
 UBC,Mitochondria
 UBIAD1,Mitochondria
 UCP2,Mitochondria
 ULK1,Mitochondria
 UPF1,Mitochondria
 UQCC1,Mitochondria
 UQCC3,Mitochondria
 UQCR10,Mitochondria
 UQCR11,Mitochondria
 UQCRB,Mitochondria
 UQCRC1,Mitochondria
 UQCRC2,Mitochondria
 UQCRFS1,Mitochondria
 UQCRH,Mitochondria
 UQCRQ,Mitochondria
 URI1,Mitochondria
 USP15,Mitochondria
 USP30,Mitochondria
 VAMP1,Mitochondria
 VASN,Mitochondria
 VCP,Mitochondria
 VDAC1,Mitochondria
 VDAC2,Mitochondria
 VDAC3,Mitochondria
 VPS13C,Mitochondria
 VPS35,Mitochondria
 VRK2,Mitochondria
 WARS2,Mitochondria
 WDR93,Mitochondria
 WWOX,Mitochondria
 XAF1,Mitochondria
 XPNPEP3,Mitochondria
 XRCC3,Mitochondria
 YME1L1,Mitochondria
 ZGRF1,Mitochondria
 ZNFX1,Mitochondria
ATP5PB,Mitochondria
NDUFB5,Mitochondria
ABI1,Motility
ABI2,Motility
ABI3,Motility
ABI3BP,Motility
ABL2,Motility
ABLIM1,Motility
ABLIM2,Motility
ABLIM3,Motility
ABR,Motility
ACTB,Motility
ACTBL2,Motility
DCDC1,Motility
DCDC2,Motility
EPS8,Motility
EPS8L1,Motility
EPS8L2,Motility
EPS8L3,Motility
EVL,Motility
FILIP1L,Motility
FSCN1,Motility
FSCN2,Motility
FSCN3,Motility
MARCKS,Motility
NCKAP1,Motility
NCKAP1L,Motility
TESK1,Motility
TESK2,Motility
TNS1,Motility
TNS2,Motility
TNS3,Motility
TNS4,Motility
TNXA,Motility
TNXB,Motility
TSPAN1,Motility
TSPAN10,Motility
TSPAN11,Motility
TSPAN12,Motility
TSPAN13,Motility
TSPAN14,Motility
TSPAN15,Motility
TSPAN16,Motility
TSPAN17,Motility
TSPAN18,Motility
TSPAN19,Motility
TSPAN2,Motility
TSPAN3,Motility
TSPAN31,Motility
TSPAN32,Motility
TSPAN33,Motility
TSPAN4,Motility
TSPAN5,Motility
TSPAN6,Motility
TSPAN7,Motility
TSPAN8,Motility
TSPAN9,Motility
DLG1,Polarity
DLG2,Polarity
DLG3,Polarity
DLG4,Polarity
DLG5,Polarity
BRSK1,Polarity
BRSK2,Polarity
CRB1,Polarity
CRB2,Polarity
CRB3,Polarity
ERBIN,Polarity
FUZ,Polarity
LIN7A,Polarity
LIN7B,Polarity
LIN7C,Polarity
LLGL1,Polarity
PRICKLE1,Polarity
PRICKLE2,Polarity
PRICKLE3,Polarity
PRICKLE4,Polarity
ABCC1,Transport
ABCC10,Transport
ABCC11,Transport
ABCC12,Transport
ABCC2,Transport
ABCC3,Transport
ABCC4,Transport
ABCC5,Transport
ABCC6,Transport
ABCC8,Transport
ABCC9,Transport
AP1AR,Transport
AP1B1,Transport
AP1G1,Transport
AP1G2,Transport
AP1M1,Transport
AP1M2,Transport
AP1S1,Transport
AP1S2,Transport
AP1S3,Transport
AP2A1,Transport
AP2A2,Transport
AP2B1,Transport
AP2M1,Transport
AP2S1,Transport
Ion transport,Transport
AP3B2,Transport
AP3D1,Transport
AP3M1,Transport
AP3M2,Transport
AP3S1,Transport
AP3S2,Transport
AP4B1,Transport
AP4E1,Transport
AP4M1,Transport
AP4S1,Transport
AP5B1,Transport
AP5M1,Transport
AP5S1,Transport
AP5Z1,Transport
AQP1,Transport
AQP10,Transport
AQP11,Transport
AQP12A,Transport
AQP12B,Transport
AQP2,Transport
AQP3,Transport
AQP4,Transport
AQP5,Transport
AQP6,Transport
AQP7,Transport
AQP7B,Transport
AQP7P3,Transport
AQP8,Transport
AQP9,Transport
ARFIP1,Transport
ARFIP2,Transport
ARFRP1,Transport
ARL1,Transport
ARL4A,Transport
ARL4C,Transport
ARL4D,Transport
ARL5A,Transport
ARL5B,Transport
ARL5C,Transport
ASIC1,Transport
ASIC2,Transport
ASIC3,Transport
ASIC4,Transport
ASIC5,Transport
ATL1,Transport
ATL2,Transport
ATL3,Transport
ATP12A,Transport
ATP13A1,Transport
ATP2A2,Transport
ATP2C1,Transport
ATP2C2,Transport
BGLAP,Transport
BICDL1,Transport
BICDL2,Transport
BSND,Transport
CAB39,Transport
CABP1,Transport
CABP2,Transport
CABP4,Transport
CABP5,Transport
CABS1,Transport
CABYR,Transport
CACHD1,Transport
CACNA1A,Transport
CACNA1B,Transport
CACNA1C,Transport
CACNA1D,Transport
CACNA1E,Transport
CACNA1F,Transport
CACNA1G,Transport
CACNA1H,Transport
CACNA1I,Transport
CACNA1S,Transport
CACNA2D1,Transport
CACNA2D2,Transport
CACNA2D3,Transport
CACNA2D4,Transport
CACNB1,Transport
CACNB2,Transport
CACNB3,Transport
CACNB4,Transport
CACNG1,Transport
CACNG2,Transport
CACNG3,Transport
CACNG4,Transport
CACNG5,Transport
CACNG6,Transport
CACNG7,Transport
CACNG8,Transport
CADPS,Transport
CADPS2,Transport
CALB1,Transport
CALB2,Transport
CALCA,Transport
CALCB,Transport
CALCOCO1,Transport
CALCOCO2,Transport
CALCR,Transport
CALCRL,Transport
CALD1,Transport
CALHM1,Transport
CALHM2,Transport
CALHM3,Transport
CALHM4,Transport
CALHM5,Transport
CALHM6,Transport
CALM1,Transport
CALM2,Transport
CALM3,Transport
CALML4,Transport
CALR,Transport
CALR3,Transport
CALY,Transport
CAMK1,Transport
CAMK1D,Transport
CAMK1G,Transport
CAMK2A,Transport
CAMK2B,Transport
CAMK2D,Transport
CAMK2G,Transport
CAMK2N1,Transport
CAMK2N2,Transport
CAMK4,Transport
CAMKK1,Transport
CAMKK2,Transport
CAMKMT,Transport
CAMKV,Transport
CAMLG,Transport
CAMSAP1,Transport
CAMSAP2,Transport
CAMSAP3,Transport
CAMTA1,Transport
CAMTA2,Transport
CANT1,Transport
CAPS,Transport
CARF,Transport
CARHSP1,Transport
CASR,Transport
CFTR,Transport
CIB1,Transport
CIB2,Transport
CLCA3P,Transport
CLCA4,Transport
CLCF1,Transport
CLCN1,Transport
CLCN2,Transport
CLCN3,Transport
CLCN4,Transport
CLCN5,Transport
CLCN6,Transport
CLCN7,Transport
CLCNKA,Transport
CLCNKB,Transport
CLIC1,Transport
CLIC2,Transport
CLIC3,Transport
CLIC4,Transport
CLIC5,Transport
CLIC6,Transport
CLINT1,Transport
CLIP1,Transport
CLIP2,Transport
CLIP3,Transport
CLIP4,Transport
CPNE1,Transport
CPNE2,Transport
CPNE3,Transport
CPNE4,Transport
CPNE5,Transport
CPNE6,Transport
CPNE7,Transport
CPNE8,Transport
CPNE9,Transport
CYTH1,Transport
CYTH2,Transport
CYTH3,Transport
CYTH4,Transport
ERC1,Transport
ERC2,Transport
FXYD1,Transport
FXYD2,Transport
FXYD3,Transport
FXYD4,Transport
FXYD5,Transport
FXYD6,Transport
FXYD6P3,Transport
FXYD7,Transport
GLTP,Transport
GSG1L,Transport
KCNA1,Transport
KCNA10,Transport
KCNA2,Transport
KCNA3,Transport
KCNA4,Transport
KCNA5,Transport
KCNA6,Transport
KCNA7,Transport
KCNAB1,Transport
KCNAB2,Transport
KCNAB3,Transport
KCNB1,Transport
KCNB2,Transport
KCNC1,Transport
KCNC2,Transport
KCNC3,Transport
KCNC4,Transport
KCND1,Transport
KCND2,Transport
KCND3,Transport
KCNE1,Transport
KCNE2,Transport
KCNE3,Transport
KCNE4,Transport
KCNE5,Transport
KCNF1,Transport
KCNG1,Transport
KCNG2,Transport
KCNG3,Transport
KCNG4,Transport
KCNH1,Transport
KCNH2,Transport
KCNH3,Transport
KCNH4,Transport
KCNH5,Transport
KCNH6,Transport
KCNH7,Transport
KCNH8,Transport
KCNIP1,Transport
KCNIP2,Transport
KCNIP3,Transport
KCNIP4,Transport
KCNJ1,Transport
KCNJ10,Transport
KCNJ11,Transport
KCNJ12,Transport
KCNJ13,Transport
KCNJ14,Transport
KCNJ15,Transport
KCNJ16,Transport
KCNJ18,Transport
KCNJ2,Transport
KCNJ3,Transport
KCNJ4,Transport
KCNJ5,Transport
KCNJ6,Transport
KCNJ8,Transport
KCNJ9,Transport
KCNK1,Transport
KCNK10,Transport
KCNK12,Transport
KCNK13,Transport
KCNK15,Transport
KCNK16,Transport
KCNK17,Transport
KCNK18,Transport
KCNK2,Transport
KCNK3,Transport
KCNK4,Transport
KCNK5,Transport
KCNK6,Transport
KCNK7,Transport
KCNK9,Transport
KCNMA1,Transport
KCNMB1,Transport
KCNMB2,Transport
KCNMB3,Transport
KCNMB4,Transport
KCNN1,Transport
KCNN2,Transport
KCNN3,Transport
KCNN4,Transport
KCNQ1,Transport
KCNQ1-AS1,Transport
KCNQ1OT1,Transport
KCNQ2,Transport
KCNQ3,Transport
KCNQ4,Transport
KCNQ5,Transport
KCNRG,Transport
KCNS1,Transport
KCNS2,Transport
KCNS3,Transport
KCNT1,Transport
KCNT2,Transport
KCNU1,Transport
KCNV1,Transport
KCNV2,Transport
KCP,Transport
KCTD1,Transport
KCTD10,Transport
KCTD11,Transport
KCTD12,Transport
KCTD13,Transport
KCTD16,Transport
KCTD17,Transport
KCTD2,Transport
KCTD20,Transport
KCTD21,Transport
KCTD5,Transport
KCTD6,Transport
KCTD7,Transport
KCTD8,Transport
KLC1,Transport
KLC2,Transport
KLC3,Transport
KLC4,Transport
MAGT1,Transport
NKAIN1,Transport
NKAIN2,Transport
NKAIN3,Transport
NKAIN4,Transport
OTOP1,Transport
OTOP2,Transport
OTOP3,Transport
P2RX1,Transport
P2RX2,Transport
P2RX3,Transport
P2RX4,Transport
P2RX5,Transport
P2RX6,Transport
P2RX7,Transport
PLN,Transport
PVALB,Transport
RAB10,Transport
RAB11A,Transport
RAB11B,Transport
RAB11FIP1,Transport
RAB11FIP2,Transport
RAB11FIP3,Transport
RAB11FIP4,Transport
RAB11FIP5,Transport
RAB12,Transport
RAB13,Transport
RAB14,Transport
RAB15,Transport
RAB17,Transport
RAB18,Transport
RAB19,Transport
RAB1A,Transport
RAB1B,Transport
RAB1C,Transport
RAB20,Transport
RAB21,Transport
RAB22A,Transport
RAB23,Transport
RAB24,Transport
RAB25,Transport
RAB26,Transport
RAB27A,Transport
RAB27B,Transport
RAB28,Transport
RAB29,Transport
RAB2A,Transport
RAB2B,Transport
RAB30,Transport
RAB31,Transport
RAB32,Transport
RAB33B,Transport
RAB34,Transport
RAB35,Transport
RAB36,Transport
RAB38,Transport
RAB39A,Transport
RAB39B,Transport
RAB3A,Transport
RAB3B,Transport
RAB3C,Transport
RAB3D,Transport
RAB3GAP1,Transport
RAB3GAP2,Transport
RAB3IL1,Transport
RAB3IP,Transport
RAB40AL,Transport
RAB41,Transport
RAB43,Transport
RAB44,Transport
RAB4A,Transport
RAB4B,Transport
RAB5A,Transport
RAB5B,Transport
RAB5C,Transport
RAB5IF,Transport
RAB6A,Transport
RAB6B,Transport
RAB6C,Transport
RAB6D,Transport
RAB7A,Transport
RAB7B,Transport
RAB8A,Transport
RAB8B,Transport
RAB9A,Transport
RAB9B,Transport
RABAC1,Transport
RABEP1,Transport
RABEP2,Transport
RABEPK,Transport
RABGAP1,Transport
RABGAP1L,Transport
RABGEF1,Transport
RABGGTA,Transport
RABGGTB,Transport
RABIF,Transport
RABL2A,Transport
RABL2B,Transport
RABL3,Transport
RABL6,Transport
RHAG,Transport
RMDN1,Transport
RMDN2,Transport
RMDN2-AS1,Transport
RMDN3,Transport
RYR1,Transport
RYR2,Transport
RYR3,Transport
S100A1,Transport
S100A10,Transport
S100A11,Transport
S100A12,Transport
S100A13,Transport
S100A14,Transport
S100A16,Transport
S100A2,Transport
S100A3,Transport
S100A4,Transport
S100A5,Transport
S100A6,Transport
S100A7,Transport
S100A7A,Transport
S100A7L2,Transport
S100A8,Transport
S100A9,Transport
S100B,Transport
S100G,Transport
S100P,Transport
SCG2,Transport
SCG3,Transport
SCG5,Transport
SCGB1A1,Transport
SCGB2A1,Transport
SCGB2A2,Transport
SCGB3A1,Transport
SCGN,Transport
SCNM1,Transport
SCNN1A,Transport
SCNN1B,Transport
SCNN1D,Transport
SCNN1G,Transport
SEC11A,Transport
SEC11B,Transport
SEC11C,Transport
SGK1,Transport
SGK2,Transport
SGK3,Transport
SGSM1,Transport
SGSM2,Transport
SGSM3,Transport
SH3D19,Transport
SH3D21,Transport
SHISA2,Transport
SHISA3,Transport
SHISA5,Transport
SHISA6,Transport
SHISA7,Transport
SHISA8,Transport
SHISA9,Transport
SLAIN1,Transport
SLAIN2,Transport
SLC10A1,Transport
SLC10A2,Transport
SLC10A3,Transport
SLC10A4,Transport
SLC10A5,Transport
SLC10A6,Transport
SLC10A7,Transport
SLC11A1,Transport
SLC11A2,Transport
SLC12A1,Transport
SLC12A2,Transport
SLC12A3,Transport
SLC12A4,Transport
SLC12A5,Transport
SLC12A6,Transport
SLC12A7,Transport
SLC12A8,Transport
SLC12A9,Transport
SLC13A1,Transport
SLC13A2,Transport
SLC13A3,Transport
SLC13A4,Transport
SLC13A5,Transport
SLC14A1,Transport
SLC14A2,Transport
SLC15A1,Transport
SLC15A2,Transport
SLC15A3,Transport
SLC15A4,Transport
SLC15A5,Transport
SLC16A1,Transport
SLC16A10,Transport
SLC16A11,Transport
SLC16A12,Transport
SLC16A13,Transport
SLC16A14,Transport
SLC16A2,Transport
SLC16A3,Transport
SLC16A4,Transport
SLC16A5,Transport
SLC16A6,Transport
SLC16A7,Transport
SLC16A8,Transport
SLC16A9,Transport
SLC17A1,Transport
SLC17A2,Transport
SLC17A3,Transport
SLC17A4,Transport
SLC17A5,Transport
SLC17A6,Transport
SLC17A7,Transport
SLC17A8,Transport
SLC17A9,Transport
SLC18A1,Transport
SLC18A2,Transport
SLC18A3,Transport
SLC18B1,Transport
SLC19A1,Transport
SLC19A2,Transport
SLC19A3,Transport
SLC1A1,Transport
SLC1A2,Transport
SLC1A3,Transport
SLC1A4,Transport
SLC1A5,Transport
SLC1A6,Transport
SLC1A7,Transport
SLC20A1,Transport
SLC20A2,Transport
SLC22A1,Transport
SLC22A10,Transport
SLC22A11,Transport
SLC22A12,Transport
SLC22A13,Transport
SLC22A14,Transport
SLC22A15,Transport
SLC22A16,Transport
SLC22A17,Transport
SLC22A18,Transport
SLC22A2,Transport
SLC22A20P,Transport
SLC22A23,Transport
SLC22A24,Transport
SLC22A25,Transport
SLC22A3,Transport
SLC22A31,Transport
SLC22A4,Transport
SLC22A5,Transport
SLC22A6,Transport
SLC22A7,Transport
SLC22A8,Transport
SLC22A9,Transport
SLC23A1,Transport
SLC23A2,Transport
SLC23A3,Transport
SLC24A1,Transport
SLC24A2,Transport
SLC24A3,Transport
SLC24A4,Transport
SLC24A5,Transport
SLC25A1,Transport
SLC25A10,Transport
SLC25A11,Transport
SLC25A12,Transport
SLC25A13,Transport
SLC25A14,Transport
SLC25A15,Transport
SLC25A16,Transport
SLC25A17,Transport
SLC25A18,Transport
SLC25A19,Transport
SLC25A2,Transport
SLC25A20,Transport
SLC25A21,Transport
SLC25A22,Transport
SLC25A23,Transport
SLC25A24,Transport
SLC25A25,Transport
SLC25A26,Transport
SLC25A27,Transport
SLC25A28,Transport
SLC25A29,Transport
SLC25A3,Transport
SLC25A30,Transport
SLC25A31,Transport
SLC25A32,Transport
SLC25A33,Transport
SLC25A34,Transport
SLC25A35,Transport
SLC25A36,Transport
SLC25A37,Transport
SLC25A38,Transport
SLC25A39,Transport
SLC25A4,Transport
SLC25A40,Transport
SLC25A41,Transport
SLC25A42,Transport
SLC25A43,Transport
SLC25A44,Transport
SLC25A45,Transport
SLC25A46,Transport
SLC25A47,Transport
SLC25A48,Transport
SLC25A5,Transport
SLC25A51,Transport
SLC25A52,Transport
SLC25A53,Transport
SLC25A6,Transport
SLC26A1,Transport
SLC26A10,Transport
SLC26A11,Transport
SLC26A2,Transport
SLC26A3,Transport
SLC26A4,Transport
SLC26A5,Transport
SLC26A6,Transport
SLC26A7,Transport
SLC26A8,Transport
SLC26A9,Transport
SLC27A1,Transport
SLC27A2,Transport
SLC27A3,Transport
SLC27A4,Transport
SLC27A5,Transport
SLC27A6,Transport
SLC28A1,Transport
SLC28A2,Transport
SLC28A3,Transport
SLC29A1,Transport
SLC29A2,Transport
SLC29A3,Transport
SLC29A4,Transport
SLC2A1,Transport
SLC2A10,Transport
SLC2A11,Transport
SLC2A12,Transport
SLC2A13,Transport
SLC2A14,Transport
SLC2A2,Transport
SLC2A3,Transport
SLC2A4,Transport
SLC2A4RG,Transport
SLC2A5,Transport
SLC2A6,Transport
SLC2A7,Transport
SLC2A8,Transport
SLC2A9,Transport
SLC30A1,Transport
SLC30A10,Transport
SLC30A2,Transport
SLC30A3,Transport
SLC30A4,Transport
SLC30A5,Transport
SLC30A6,Transport
SLC30A7,Transport
SLC30A8,Transport
SLC30A9,Transport
SLC31A1,Transport
SLC31A2,Transport
SLC32A1,Transport
SLC33A1,Transport
SLC34A1,Transport
SLC34A2,Transport
SLC34A3,Transport
SLC35A1,Transport
SLC35A2,Transport
SLC35A3,Transport
SLC35A4,Transport
SLC35A5,Transport
SLC35B1,Transport
SLC35B2,Transport
SLC35B3,Transport
SLC35B4,Transport
SLC35C1,Transport
SLC35C2,Transport
SLC35D1,Transport
SLC35D2,Transport
SLC35D3,Transport
SLC35E1,Transport
SLC35E2A,Transport
SLC35E2B,Transport
SLC35E3,Transport
SLC35E4,Transport
SLC35F1,Transport
SLC35F2,Transport
SLC35F3,Transport
SLC35F4,Transport
SLC35F6,Transport
SLC35G1,Transport
SLC35G2,Transport
SLC36A1,Transport
SLC36A2,Transport
SLC36A3,Transport
SLC36A4,Transport
SLC37A1,Transport
SLC37A2,Transport
SLC37A3,Transport
SLC37A4,Transport
SLC38A1,Transport
SLC38A10,Transport
SLC38A11,Transport
SLC38A2,Transport
SLC38A3,Transport
SLC38A4,Transport
SLC38A5,Transport
SLC38A6,Transport
SLC38A7,Transport
SLC38A8,Transport
SLC38A9,Transport
SLC39A1,Transport
SLC39A10,Transport
SLC39A11,Transport
SLC39A12,Transport
SLC39A13,Transport
SLC39A14,Transport
SLC39A2,Transport
SLC39A3,Transport
SLC39A4,Transport
SLC39A5,Transport
SLC39A6,Transport
SLC39A7,Transport
SLC39A8,Transport
SLC39A9,Transport
SLC3A1,Transport
SLC3A2,Transport
SLC40A1,Transport
SLC41A1,Transport
SLC41A2,Transport
SLC41A3,Transport
SLC43A1,Transport
SLC43A2,Transport
SLC43A3,Transport
SLC44A1,Transport
SLC44A2,Transport
SLC44A3,Transport
SLC44A4,Transport
SLC44A5,Transport
SLC45A1,Transport
SLC45A2,Transport
SLC45A3,Transport
SLC45A4,Transport
SLC46A1,Transport
SLC46A2,Transport
SLC46A3,Transport
SLC47A1,Transport
SLC47A2,Transport
SLC48A1,Transport
SLC49A3,Transport
SLC4A1,Transport
SLC4A10,Transport
SLC4A11,Transport
SLC4A1AP,Transport
SLC4A2,Transport
SLC4A3,Transport
SLC4A4,Transport
SLC4A5,Transport
SLC4A7,Transport
SLC4A8,Transport
SLC4A9,Transport
SLC50A1,Transport
SLC51A,Transport
SLC51B,Transport
SLC52A1,Transport
SLC52A2,Transport
SLC52A3,Transport
SLC5A1,Transport
SLC5A10,Transport
SLC5A11,Transport
SLC5A12,Transport
SLC5A2,Transport
SLC5A3,Transport
SLC5A4,Transport
SLC5A5,Transport
SLC5A6,Transport
SLC5A7,Transport
SLC5A8,Transport
SLC5A9,Transport
SLC66A1,Transport
SLC66A1L,Transport
SLC66A2,Transport
SLC6A1,Transport
SLC6A11,Transport
SLC6A12,Transport
SLC6A13,Transport
SLC6A14,Transport
SLC6A15,Transport
SLC6A16,Transport
SLC6A17,Transport
SLC6A18,Transport
SLC6A19,Transport
SLC6A2,Transport
SLC6A20,Transport
SLC6A3,Transport
SLC6A4,Transport
